"","Country","Country Code","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"174","New Zealand","NZL",1836.39075630252,2279.08192771084,1760.64761904762,2718.68705882353,2494.97744360902,2304.60788863109,1726.60927152318,1271.8195329087,1270.63527054108,1780.6093418259,1692.76620825147,1493.239488117,1490.95254237288,1694.02341137124,1777.23859649123
"175","Nicaragua","NIC",28.4085,31.8956097560976,32.9753846153846,28.1135,32.6274193548387,31.47,27.1082352941176,34.6915151515152,34.736120182887,51.5728542914172,50.2049608355091,34.4195478723404,50.9421542553191,57.049248877992,61.4632126828457
"176","Niger","NER",0.611819484240688,0.293665480427046,0.239985820630982,0.387665510160731,0.527622550753342,0.354907872696817,0.153418230563003,0.353489932885906,0.496026490066225,0.485641025641026,0.923294945842815,0.637150595528739,0.999243440173921,0.403732145173209,0.402090467725481
"177","Nigeria","NGA",4.52888235294118,6.141,4.54511428571429,7.19733333333333,10.0388858695652,4.20505405405405,5.87683333333333,5.26103125,12.2136666666667,6.56129411764706,8.66869720982143,9.01817336856618,9.43106387867647,7.71549954044118,5.47036730238971
"178","North America","NAC",101.041581505512,106.839135018669,108.126913754559,106.383190497241,108.813803232753,111.44415505197,102.019558907762,98.4403912268439,106.684910068721,121.679844409317,124.225579846342,126.017783659144,125.492412734225,126.917360148034,127.215241484913
"179","North Macedonia","MKD",30.8597194388778,32.8046709129512,53.4815618221258,62.0223214285714,57.4669703872437,67.122969837587,56.1580188679245,56.6976190476191,67.1111111111111,63.6183574879227,57.5944464494641,69.606148560457,72.205774992415,66.5371978317482,79.3148815448468
"180","Northern Mariana Islands","MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Norway","NOR",205.579726651481,213.507462686567,215.230149597238,218.865429234339,216.418414918415,220.417552640497,213.556981675297,179.125142685614,170.003638748158,192.158924205379,187.321093024672,190.816925429573,194.533397788618,204.291692900173,203.896263962854
"182","Not classified","INX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","OECD members","OED",116.635745637507,122.507356754712,123.39024435297,120.810988856348,120.03063594562,126.000926280052,108.685599399345,103.065545365571,115.182644799738,120.600044249837,125.560763399944,129.000667769293,129.810076754779,132.120480926125,135.505276040975
"184","Oman","OMN",385.838063886089,115.375161263251,475.568628771552,1386.49822126116,1043.88114107572,364.2935660226,725.368322753906,633.440538561022,261.850442288023,654.502683623909,1031.39581263973,386.104239585649,522.215735677084,401.287969347269,468.068437476629
"185","Other small states","OSS",NA,NA,NA,NA,NA,NA,NA,52.0380616776157,70.3524937208913,86.1671944889065,79.3679353803497,83.8123769503613,83.8207424627311,93.6573232692975,100.225052323019
"186","Pacific island small states","PSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Pakistan","PAK",97.4708520179372,100.970182750882,110.778950841307,123.483460391117,125.730244063325,118.423492379059,119.154650373388,144.327430319511,138.30472949983,128.5226910299,117.362367724868,135.702592714145,134.854139290407,137.471578947368,144.330090206186
"188","Palau","PLW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Panama","PAN",40.4032846715328,51.1569343065693,42.1605839416058,34.4197080291971,38.3962962962963,34.0888888888889,35.8092592592593,47.5462962962963,63.759248828467,37.4318584070796,77.0039791019094,88.950495392984,75.8821516291075,67.6445642068162,49.122858674234
"190","Papua New Guinea","PNG",159.118181818182,393.528888888889,76.8260869565217,71.4083333333333,58.888,75.848,70.7033333333333,103.853333333333,109.483333333333,85.4766666666667,107.468802897135,98.7653314208984,108.721999003092,104.790565592448,112.052132568359
"191","Paraguay","PRY",47.7158878504673,66.2393292682927,78.4219584569733,65.7630057803468,72.7211267605634,94.310989010989,74.7040191642268,62.728855721393,82.0950542822678,97.6376306620209,83.1767447621744,94.6433355978261,105.260172526042,97.5968147786458,110.3495703125
"192","Peru","PER",80.354128440367,82.2983050847458,88.2117647058824,76.7208651399491,85.4206030150754,100.562593516209,74.0652605459057,93.1581620314389,89.5209302325581,101.244665012407,94.2500639136189,94.9095314362336,112.673033854167,141.298103209192,127.699871276368
"193","Philippines","PHL",146.361094224924,172.76861167002,159.845703125,152.155444555445,138.56120271581,159.308128544423,104.973027522936,121.445272727273,151.435471698113,144.86128440367,118.351254480287,155.875033542039,155.87136627907,138.70521858229,157.424038461538
"194","Poland","POL",116.19523443505,128.871057440216,129.13560666138,161.938884770612,159.338615782665,181.172291296625,157.718176534086,147.265042267529,180.478345184228,169.742295909173,177.885583524027,179.327279466271,164.000732064422,174.097547533756,172.817138626689
"195","Portugal","PRT",191.053995865658,174.40395281569,215.939519816534,202.761484779595,137.060899494648,199.90855649902,155.48881428097,118.565673296588,148.957369049941,132.505300471264,150.860465290578,168.428910027304,179.844508720994,173.391933953887,199.396122704945
"196","Post-demographic dividend","PST",111.765658438853,116.952216794201,116.657166657372,113.153424134084,114.05353332844,119.865497049271,105.421559146787,97.4151121242028,109.776883289808,117.198299466723,119.770253148032,122.730800304404,123.684418864547,124.448119822943,125.954406981828
"197","Pre-demographic dividend","PRE",NA,NA,9.114289470993,9.15709265608405,10.2102637814606,8.87867966277344,9.36408130045615,8.69866541439616,10.9441434556546,10.7028646210099,10.9268853228517,11.6987526326047,11.910339683246,11.4135271191287,13.1454763428245
"198","Puerto Rico","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Qatar","QAT",44.4347826086956,0,4254.56882560439,633.534461924638,0,5413.84615384615,248.96265494487,3039.68244765502,6225.78316459851,11718.9273015875,6845.69756184806,5914.28586078707,6397.35083176189,6313.72541148707,6755.24466514259
"200","Romania","ROU",34.7827431740614,38.6328249973339,42.6252383623107,51.3513633834168,40.5955923481374,44.6358501440922,45.6352482513473,48.4932301740812,52.5462497266565,54.134963868816,49.7808592862014,56.2349645552252,51.5195944406471,60.6860332649806,59.9074807737124
"201","Russian Federation","RUS",13.5525371562791,11.0035166736021,11.4197763332405,11.7926441727363,12.4807113363055,14.2531297810387,15.8827446177116,15.6220944558522,16.0745378151261,16.4096666666667,15.6783298538622,15.2243128272251,15.710294041223,16.4632881064885,18.4636402729436
"202","Rwanda","RWA",NA,2.23857404021938,1.83188102320257,3.13971735464655,3.52327863641604,7.91475312262644,9.62288853436527,1.29058783084871,0.0836358426975203,0.0998738486928646,5.07006857060417,11.1723382994186,12.6142236179453,19.7076934719672,10.8574980343891
"203","Samoa","WSM",0.769230769230769,1.84615384615385,3.33333333333333,3.36363636363636,2.30769239233795,3.8,5.44444444444444,4.43037969335267,2,1.875,0.471250012516977,2.82125002145767,3.34125006198883,1.97750002145767,4.63750004768371
"204","San Marino","SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Sao Tome and Principe","STP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Saudi Arabia","SAU",56.4797222222222,119.181666666667,104.991428571429,93.9028571428571,98.7826086956522,118.82472431805,77.5950883498053,43.8235294117647,92.0408805031446,148.315922760367,91.8030157202438,90.635593220339,179.297376093294,176.214899713467,176.873741731378
"207","Senegal","SEN",11.7944262295082,10.9386084583902,12.7117509206562,9.86628278950736,2.30888575458392,2.1459649122807,2.30303867403315,6.37180156657963,8.20236842105263,6.82757575757576,10.5242424242424,12.38125,11.740625,16.315625,16.409375
"208","Serbia","SRB",NA,NA,NA,NA,150.057790702716,193.712928210547,142.178913738019,181.101124399444,144.464074500279,158.292100776662,221.972881819781,198.692332205044,168.431578644586,185.347642681397,244.787104864319
"209","Seychelles","SYC",NA,24,11,34,11,30,34,52,32.2222230758196,321.428570060098,524.999984140909,341.666659447883,337.066641765173,816.933306974839,521.733314127394
"210","Sierra Leone","SLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Singapore","SGP",1830,11566.6662070486,13528.5716589616,13753.029756534,16532.3082987092,16242.8574194714,16266.6660202874,4663.33314802912,3131.25006998889,4373.01590611455,14201.4921748562,14445.5439723861,1053.12499551635,33066.927169617,30237.8556190309
"212","Sint Maarten (Dutch part)","SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Slovak Republic","SVK",83.1063829787234,78.9483368719037,83.6669059583632,80.5039539899353,91.7815674891147,89.9506172839506,75.0839363241679,78.3096960926194,85.0639367816092,95.9373236662156,106.919481993336,109.330201725319,116.478815249736,112.991111111111,125.762435040831
"214","Slovenia","SVN",403.47619047619,400.28901734104,358.698863636364,329.551136363636,322.005617977528,324.525714285714,279.842969168445,233.834464043419,266.569158547079,256.506636476309,250.381060229191,254.125207038479,263.078688145378,267.946272735314,258.940606567552
"215","Small states","SST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9634229957655,90.7075321439674,87.347343979923,95.7563607209735,100.998867747101
"216","Solomon Islands","SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Somalia","SOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","South Africa","ZAF",61.2048905109489,55.1500735294118,60.2875939849624,47.3310056925996,62.3364285714286,61.021746031746,56.293203125,60.2474723538705,53.7809782175058,60.3374054682955,59.52336,57.71848,65.01304,58.5116,58.5116
"219","South Asia","SAS",99.7645282696902,102.485454061454,112.118206878759,124.285101493681,131.394044692416,134.698271595327,143.77971787623,157.759015590999,166.441432344473,168.211521000485,153.74008355646,150.715417126581,157.418169573669,164.640723679038,160.28407761319
"220","South Asia (IDA & IBRD)","TSA",99.7645282696902,102.485454061454,112.118206878759,124.285101493681,131.394044692416,134.698271595327,143.77971787623,157.759015590999,166.441432344473,168.211521000485,153.74008355646,150.715417126581,157.418169573669,164.640723679038,160.28407761319
"221","South Sudan","SSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Spain","ESP",164.451777829421,175.270953368672,165.402610364683,142.139549291412,142.329481132075,157.722231050373,106.544602818706,96.9269424661919,130.675287356322,122.616461501328,122.580827366746,143.596502750185,151.356084052777,151.501523952674,143.966128806536
"223","Sri Lanka","LKA",304.563034188034,259.184210526316,287.01,255.291818181818,291.315238095238,288.525,311.711666666667,281.376363636364,229.0475,257.314615384615,214.089453125,173.985682091346,261.314588341346,307.147073317308,131.922626201923
"224","St. Kitts and Nevis","KNA",NA,84.1428571428571,7.85714285714286,13.8539041822762,22.6130652182638,12.5313282908501,20.5,12.75,11.3333333333333,10.4,10.4,0.00599999986588955,0.385999989509582,16.9819999694824,0.460000014305116
"225","St. Lucia","LCA",NA,NA,NA,NA,NA,NA,7.2,88,119.333333333333,84,261.843338012695,112.216668446859,252.519994099935,250.646667480469,170.89333597819
"226","St. Martin (French part)","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","St. Vincent and the Grenadines","VCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Sub-Saharan Africa","SSF",NA,12.3233387888707,13.7430411141804,11.897875087141,14.2540879521171,13.5601909253484,13.2034045244232,12.9539056066142,15.5305532785811,14.8783980357153,14.7672647908451,14.69695184727,16.2141887004909,14.9509197302629,16.1609295508877
"229","Sub-Saharan Africa (excluding high income)","SSA",NA,12.3232623454163,13.7430582171531,11.8977399000784,14.2541077267204,13.5600926756884,13.203282566093,12.9536761993589,15.5304664768837,14.8781579883366,14.7669129243918,14.6967096587921,16.2139510104708,14.9503252125637,16.1605514010218
"230","Sub-Saharan Africa (IDA & IBRD countries)","TSS",NA,12.3233387888707,13.7430411141804,11.897875087141,14.2540879521171,13.5601909253484,13.2034045244232,12.9539056066142,15.5305532785811,14.8783980357153,14.7672647908451,14.69695184727,16.2141887004909,14.9509197302629,16.1609295508877
"231","Sudan","SDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32788739587166,2.61245821052445,4.20062591027028,4.92496495871996,7.17265819761016
"232","Suriname","SUR",92.1777777777778,109.054545454545,141.037735849057,106.367346938776,183.326530612245,149.434782608696,548.659574468085,158.293103448276,211.927272727273,206.293103448276,188.963846059946,170.839835611979,194.992151817909,165.061690579928,217.708608774038
"233","Sweden","SWE",99.8879342547628,98.2370592648162,97.8539156626506,87.7687175685693,86.2900188323917,89.3303064699205,99.0114068441065,63.9120545868082,81.7303157093952,85.0814843152257,75.9615827890895,84.3011538461539,92.6593364197531,96.5353965183752,96.3364418131532
"234","Switzerland","CHE",196.206226782012,203.369381276157,216.437884378844,227.964050263997,228.653562653563,229.896700926763,227.272957849688,190.830049261084,218.383189122373,208.955190085074,167.636061167567,203.451037768098,208.402132807695,208.932910121518,214.407293234038
"235","Syrian Arab Republic","SYR",68.3527106466362,75.8486486486486,73.1812066428421,84.9458823529412,84.541113490364,80.6454814189189,87.9899978718876,65.4218415417559,33.016855131214,49.7220077220077,30.2423171195698,13.558419285287,7.81715571772945,6.5394701603808,7.55148887552452
"236","Tajikistan","TJK",NA,NA,33.9434447300771,37.8243064729194,73.9484396200814,74.1286863270777,70.4453441295547,64.1149832774724,60.8399080611547,67.0582717757551,72.2879082889531,73.344054428412,83.6995615501926,80.2945753123662,81.3773973438838
"237","Tanzania","TZA",3.69976744186047,4.45550351288056,5.28915789473684,5.75443298969072,5.39762886597938,5.0716,4.67662034899367,7.52460869565217,8.78663793103448,8.60691056910569,7.69941176470588,11.217867115162,8.90387015335648,8.91733383969907,12.6044950448495
"238","Thailand","THA",110.522516082916,149.180394736842,131.695263157895,112.726907894737,117.399868421053,124.952894736842,130.517573770492,122.059318254221,162.155710659898,159.165164974619,170.861526268116,183.941422516359,171.021036585366,157.137120761452,161.710310083284
"239","Timor-Leste","TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Togo","TGO",5.17263157894737,7.48893617021277,3.39311827956989,9.68380952380952,5.48,6.28225108225108,0.000427350427350427,6.16166666666667,8.96178861788618,10.2028455284553,5.25649432488208,20.9935097287736,1.72749055682488,10.0030716575767,11.0261247051887
"241","Tonga","TON",12.9333333333333,301.533333333333,98.0666666666667,95,45.875,9.5,10.125,261.411764705882,239.176470588235,108.352941176471,319.096114363935,615.368343777127,35.8422224919001,15.1972215440538,39.3005540635851
"242","Trinidad and Tobago","TTO",146.666666666667,146.666666666667,246.153846153846,240,236,236,204,224,228,232,276,308,360,356,356
"243","Tunisia","TUN",40.7407867971287,30.7448035674283,46.6464990706736,60.6727381667811,26.4589943597595,31.8773908451107,70.7387473131614,25.2338488169777,58.9349982288346,37.6430108532934,56.3279021188114,73.97956920347,52.7062003300108,127.37629377694,59.2512824959591
"244","Turkey","TUR",72.7959489872468,84.2946688345028,85.6275396925139,86.7593369702056,91.837343892781,90.3404613494699,71.9724889816748,104.566156151937,98.3756546950991,89.9411363747018,100.346406181659,112.381355108389,105.268376316044,106.668297408574,137.704921250184
"245","Turkmenistan","TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Turks and Caicos Islands","TCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Tuvalu","TUV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Uganda","UGA",1.33267857142857,1.59504273504274,1.47193277310924,0.967394957983193,1.2544262295082,1.19952,2.94201550387597,2.08272727272727,1.71940740740741,1.76175182481752,2.12519272956295,2.44169999716938,1.81999568331069,2.38103190104167,1.91084784024004
"249","Ukraine","UKR",15.9493915929204,15.77835591133,16.4180161320116,17.1924688771108,21.5536583862418,27.6388974532898,32.7868448605038,27.3034053821048,32.6581888721249,38.8722729930152,41.4087582262132,45.5718949263203,44.9081476960635,43.1734553775744,52.7474371491335
"250","United Arab Emirates","ARE",644.8,755.625,767.619047619048,667.058823529412,834.387376940199,940.582991820981,798.643434469635,623.046073132408,737.351800891493,900.000030449913,848.24801332409,1033.86666666667,629.156594016335,714.927236506913,NA
"251","United Kingdom","GBR",309.021776702385,314.189786181304,287.334593572779,272.82248210857,254.18444371513,253.245686113394,213.98834304746,239.874359398248,250.753768844221,238.700098977235,235.028976175145,246.592400178965,243.362476939119,248.377973714856,252.90367245894
"252","United States","USA",112.517271082283,119.560809629794,122.670840915621,118.599763800987,126.195688980091,123.269088213491,112.427324588263,108.492812838636,117.124412920896,132.332392999366,132.587411956224,137.899501707246,135.651451555921,137.027278548559,138.594847713652
"253","Upper middle income","UMC",131.025867254738,139.125622483254,144.263999573232,141.037165666376,148.283142002432,158.659583921087,156.525839662118,155.905834988981,167.54247889753,174.737916738208,180.944053293392,180.301416447892,182.107596312698,174.860968803837,180.810107120305
"254","Uruguay","URY",61.02679217958,110.629602888087,129.988480921526,140.556034482759,148.696991404011,139.511517615176,104.414019715225,93.9257403189066,145.783571077226,131.588010204082,178.729102560381,240.14612984736,189.690746173365,109.255286658109,143.668461379377
"255","Uzbekistan","UZB",NA,NA,NA,NA,162.5,166.686436781609,173.019675925926,193.335581395349,182.581149425287,204.750465116279,196.685227272727,214.499545454545,224.866590909091,228.401136363636,232.703181818182
"256","Vanuatu","VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Venezuela, RB","VEN",144.37,168.860384615385,159.534339622642,166.751035781544,122.715630885122,135.498307634449,177.974074074074,166.176923076923,170.688888888889,170.37037037037,190.157407407407,192.701999421296,181.88279224537,183.467528935185,183.467528935185
"258","Vietnam","VNM",304.963939393939,342.302689560857,403.907102558158,292.26533501101,300.165248897291,353.006524268845,305.698686828492,407.72,323.349804513799,309.548118828553,352.260469561007,489.944577628495,397.769402398972,438.916627965133,429.784831380394
"259","Virgin Islands (U.S.)","VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","West Bank and Gaza","PSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","World","WLD",107.604979051849,112.855816811858,116.348360109326,115.846034941312,119.370362594606,126.241928619517,121.894824454906,121.213597332992,130.992245350656,135.760995619991,135.032915231539,136.705326210079,138.957682086257,138.00078233063,140.553095480728
"262","Yemen, Rep.","YEM",8.19787985865724,4.49680511182109,13.6641509433962,3.80808080808081,8.4235807860262,21.4065934065934,14.6345381526104,12.0409906063194,19.4577846630519,12.4031007751938,15.3959933659218,29.23237208831,20.87347754454,9.81697948162372,16.3965460459391
"263","Zambia","ZMB",26.074748257165,26.1729297146834,29.9046121593291,27.983865053172,25.6770660471291,32.3343506273313,38.6566186107471,25.7777464788732,29.1735294117647,46.1472222222222,37.6260958059211,48.9721370882601,50.4668588096217,55.9181967002467,89.5940696957237
"264","Zimbabwe","ZWE",35.7013698630137,40.0087671232877,22.7242105263158,21.7994871794872,32.3563414634146,27.03525,21.9941176470588,28.7780487804878,34.083,26.5483333333333,18.25,18.975,25.45,22.9,22.9
